,cluster,title
32082,4,"Informations personnelles sensibles aux contextes : mod&eacute;lisation, interrogation et composition. (Context-aware Personal Information : modeling, querying and composition)."
32084,4,Methodology of Multi-FPGA Prototyping Platform Generation. (M&eacute;thodologie de g&eacute;n&eacute;ration de plateforme de prototypage &agrave; base de multi-fpga).
32086,4,M&eacute;thodes d'analyse de volumes d'images multimodales pour le suivi longitudinal en oncologie. (Multimodal imaging analysis methods for longitudinal monitoring of patients in oncology).
32087,4,"Similarit&eacute;s et divergences, globales et locales entre structures prot&eacute;iques. (Global and Local Similarities and Divergences of Protein Structures )."
32088,4,"Transformation de documents structur&eacute;s, une combinaison des approches explicite et automatique. (Transformation of Structured Documents, combining the Explicit and the Automatic Approaches)."
32090,4,3D emotional rendering and animation models. (Mod&egrave;les de rendu et animation &eacute;motionnelle en 3 D).
32091,4,Multilabel classification of EEG-based combined motor imageries implemented for the 3D control of a robotic arm. (Classification multilabels &agrave; partir de signaux EEG d'imaginations motrices combin&eacute;es : application au contr&ocirc;le 3D d'un bras robotique).
32092,4,Spatial machine learning applied to multivariate and multimodal images. (Machine learning spatial appliqu&eacute;e aux images multivari&eacute;es et multimodales).
32093,4,Fine-Grained Action Detection and Classification from Videos with Spatio-Temporal Convolutional Neural Networks. Application to Table Tennis. (D&eacute;tection et classification fines d'actions &agrave; partir de vid&eacute;os par r&eacute;seaux de neurones &agrave; convolutions spatio-temporelles. Application au tennis de table).
32094,4,Co-evolution pattern mining in dynamic attributed graphs. (Fouille de motifs de co-evolution dans des graphes dynamiques attribu&eacute;s).
32097,4,S&eacute;mantique des programmes r&eacute;cursifs-parall&egrave;les et m&eacute;thodes pour leur analyse. (Semantics of recursive-parallel programs and methods for their analysis).
32099,4,Repr&eacute;sentation et compression &agrave; haut niveau s&eacute;mantique d'images 3D. (Representation and compression at high semantic level of 3D images).
32100,4,Approche d'assistance aux auteurs pour la r&eacute;utilisation d'objets d'apprentissage. (Authors assistance approach for the reuse of learning objects).
32101,4,Continuous space models with neural networks in natural language processing. (Mod&egrave;les neuronaux pour la mod&eacute;lisation statistique de la langue).
32102,4,Beyond Volumetry in Longitudinal Deformation-Based Morphometry: Application to Sexual Dimorphism during Adolescence. (Au del&agrave; de la volum&eacute;trie en morphom&eacute;trie bas&eacute;e sur les d&eacute;formations : application au dimorphisme sexuel durant l'adolescence).
32103,4,Commandes non lin&eacute;aires robustes de syst&egrave;mes &eacute;oliens. (Nonlinear robust control of wind turbines systems).
32104,4,Cerebral connectivity study by functional and diffusion MRI in intelligence. (&Eacute;tude de la connectivit&eacute; c&eacute;r&eacute;brale par IRM fonctionnelle et de diffusion dans l'intelligence).
32105,4,La programmation orient&eacute;e service vue de l'utilisateur final. (Service-oriented computing from the user perspective).
32106,4,Contributions to large-scale learning for image classification. (Contributions &agrave; l'apprentissage grande &eacute;chelle pour la classification d'images).
32108,4,Big Graph Processing : Partitioning and Aggregated Querying. (Traitement des graphes massifs : partitionnement et requ&ecirc;tage agr&eacute;gatif).
32109,4,Une m&eacute;thode d'inversion non lin&eacute;aire pour l'imagerie sismique haute r&eacute;solution. (A non linear inverse method for high resolution seismic imaging).
32110,4,DIAMOND : Une approche pour la conception de syst&egrave;mes multi-agents embarqu&eacute;s. (Diamond : an Embedded Multiagent Systems Design Approach).
32111,4,Mod&egrave;les d&eacute;formables 2-D et 3-D : application &agrave; la segmentation d'images m&eacute;dicales. (2-D and 3-D deformable models: application to the segmentation of medical images).
32112,4,M&eacute;canismes num&eacute;riques et distribu&eacute;s de l'anticipation motrice. (Numerical and distributed mechanisms of motor anticipation).
32113,4,Cadre Formel pour le Test de Robustesse des Protocoles de Communication. (A Framework for Robustness Testing of Communicating Protocols).
32115,4,Compression vid&eacute;o fond&eacute;e sur l'apparence. (Appearance-based Video Compression).
32116,4,Nonlinear unmixing of hyperspectral images. (D&eacute;m&eacute;lange non-lin&eacute;aire d'images hyperspectrales).
32118,4,Une approche de gestion de la maintenance de parcs &eacute;oliens centr&eacute;e sur les syst&egrave;mes multiagents. (A windfarm optimization and maintenance approach based on multiagent system).
32119,4,Mise en oeuvre d'un syst&egrave;me adaptatif de segmentation d'images. (Development of an adaptive image segmentation system).
32121,4,Batch replenishment planning under capacity reservation contract. (Planification d'approvisionnement par batch sous contrat de r&eacute;servation de capacit&eacute;).
32122,4,Assistance au raffinement dans la conception des syst&egrave;mes embarqu&eacute;s. (Assisting formal refinement and verification in embedded system design).
32123,4,D&eacute;formation et d&eacute;coupe interactive de solides &agrave; g&eacute;om&eacute;trie complexe. (Interactive deformation and cutting of complex geometry solids).
32124,4,Parallel Itemset Mining in Massively Distributed Environments. (Fouille de motifs en parall&egrave;le dans des environnements massivement distribu&eacute;s).
32125,4,Design of a user-level naming solution for the future Internet. (Conception d'une solution de nommage de niveau utilisateur pour l'Internet du futur).
32126,4,Une couverture Combinant Tests et Preuves pour la V&eacute;rification Formelle. (A coverage combining tests and proofs for formal verification).
32127,4,Conception d'une machine virtuelle pour les syst&egrave;mes parall&egrave;les &agrave; diffusion. (Designing a Virtual Machine for Diffusing Parallel Systems).
32129,4,Hub location routing problem for less than truckload shipments of freight transport providers. (Le probl&egrave;me de localisation de hubs et tourn&eacute;es combin&eacute;es pour le transport de marchandises par camions incomplets).
32130,4,Synth&egrave;se automatique d'architectures tol&eacute;rantes aux fautes. (Automatic synthesis of fault tolerant architectures).
32131,4,An approach to preparing hand gesture maintenance training based on Virtual Reality. (Une approche pour la pr&eacute;paration de formations aux gestes de la main en maintenance bas&eacute;es sur la r&eacute;alit&eacute; virtuelle).
32132,4,&Eacute;valuation quantitative de la s&eacute;curit&eacute; des syst&egrave;mes d'information. (Quantitative Evaluation of Information Systems Security).
32133,4,Scheduling task graphs on modern computing platforms. (Ordonnancement de graphes de t&acirc;ches sur des plates-formes de calcul modernes).
32134,4,Medical image content protection by secret information hiding to support telemedicine. (Protection des contenus des images m&eacute;dicales par camouflage d'informations secr&egrave;tes pour l'aide &agrave; la t&eacute;l&eacute;m&eacute;decine).
32135,4,Trajectory-aided GNSS Land Navigation: Application to Train Positioning. (La navigation terrestre GNSS assist&eacute;e par la trajectoire : application au positionnement du train).
32136,4,Machine learning based localization in 5G. (Localisation bas&eacute;e sur l'apprentissage artificielle en 5G).
32137,4,G&eacute;om&eacute;trie de l'Interaction et R&eacute;seaux Diff&eacute;rentiels. (Geometry of Interaction and Differential Nets).
32138,4,Testing and Modeling Security Mechanisms in Web Applications. (Mod&eacute;lisation et test de m&eacute;canismes de s&eacute;curit&eacute; dans des applications internet).
32139,4,Projet CASCADE : une approche de la simulation hi&eacute;rarchis&eacute;e multi-modes. (Cascade project: on approach to the multiple mode hierarchical simulation).
32140,4,"Repr&eacute;sentation de comportements emotionnels multimodaux spontan&eacute;s : perception, annotation et synth&egrave;se. (Representation of spontaneous multimodal emotional behaviors : perception, annotation and synthesis)."
32142,4,Elastographie quantitative des tumeurs du sein et de la r&eacute;ponse au traitement. (Quantitative elastography of breast tumors and response to treatment).
32143,4,Adaptive Modeling and Distribution of Large Natural Scenes. (Mod&eacute;lisation et distribution adaptatives de grandes sc&egrave;nes naturelles).
32144,4,&Eacute;volution de la virulence des parasites : apports des mod&egrave;les embo&icirc;t&eacute;s. (Parasite virulence evolution : insights from embedded models).
32146,4,Une nouvelle approche de placement de donnees en memoire : application a la conception d'architectures d'entrelaceurs paralleles. (New approaches for memory mapping: designing parallel hardware interleavers).
32147,4,Syst&egrave;me de d&eacute;duction automatique : application &agrave; la construction de programmes.
32148,4,Enable the next generation of interactive video streaming. (Rendre possible la transmission via l'internet des prochaines g&eacute;n&eacute;rations de vid&eacute;os interactives).
32149,4,Scalable algorithms for monitoring activity traces. (Algorithmes pour le monitoring de traces d'activit&eacute; &agrave; grande &eacute;chelle).
32152,4,Mod&eacute;lisation multir&eacute;solution et multiformalisme de l'activit&eacute; &eacute;lectrique cardiaque. (Multiresolution and multiformalism modelling of cardiac electrical activity).
32154,4,Contr&ocirc;le des fausses d&eacute;couvertes lors de la s&eacute;lection de variables en grande dimension. (Control of false discoveries in high-dimensional variable selection).
32155,4,Continuation-Passing C: Program Transformations for Compiling Concurrency in an Imperative Language. (Continuation-Passing C : Transformations de programmes pour compiler la concurrence dans un langage imp&eacute;ratif).
32156,4,Approche de Gestion du Revenu pour un Probl&egrave;me de Tarification pour le Transport Longue Distance de Marchandises. (Bi-objective and Bilevel Approach for a Long Haul Freight Transportation Pricing Problem).
32157,4,Pr&eacute;diction de performances d'applications de calcul haute performance sur r&eacute;seau Infiniband.
32158,4,Probabilistic methods for point tracking and biological image analysis. (M&eacute;thodes probabiliste pour le suivi de points et l'analyse d'images biologiques).
32160,4,Sensitivity analysis for nonlinear hyperbolic equations of conservation laws. (Analyse de sensibilit&eacute; pour syst&egrave;mes hyperboliques non lin&eacute;aires).
32161,4,Programming Models and Runtime Systems for Heterogeneous Architectures. (Mod&egrave;les de programmation et supports ex&eacute;cutifs pour architectures h&eacute;t&eacute;rog&egrave;nes).
32162,4,Fault Detection and Diagnosis for Drones using Machine Learning. (D&eacute;tection et diagnostic de pannes pour les drones utilisant la machine learning).
32163,4,Vers une alg&egrave;bre homotopique des types d&eacute;pendants. (Towards a homotopical algebra of dependent types).
32164,4,V&eacute;rification Statique de Programmes R&eacute;partis. (Static Verification of distributed programs).
32165,4,Fast and Accurate 4D Modeling of Large Multi-Camera Sequences. (Mod&eacute;lisation 4D Rapide et Pr&eacute;cise de S&eacute;quences Multi-Cameras).
32167,4,Operations optimization in emergency departments. (Optimisation des op&eacute;rations dans les services d'urgence).
32169,4,Representation Modes for Lighting in Image Synthesis. (Modes de repr&eacute;sentation pour l'&eacute;clairage en synth&egrave;se d'images).
32170,4,"Param&eacute;trage quasi-optimal de l'intersection de deux quadriques : th&eacute;orie, algorithmes et implantation. (Near-optimal parameterization of the intersection of two quadric surfaces : theory, algorithmes and implementation)."
32171,4,On infinite and finite lattice constellations for the additive white Gaussian Noise Channel. (Constellations finies et infinies de r&eacute;seaux de points pour le canal AWGN).
32173,4,Optimisation de la diffusion de l'&eacute;nergie dans les smarts-grids. (Energy distribution optimisation in Smart Grids).
32174,4,Administration autonomique et d&eacute;centralis&eacute;e de flottes d'&eacute;quipements de l'Internet des Objets. (Autonomic and decentralized device management for the Internet of Things).
32175,4,Labeling of data-driven complexes for surface reconstruction. (Partition de complexes guid&eacute;s par les donn&eacute;es pour la reconstruction de surface).
32176,4,Cellular-based machine-to-machine : congestion control and power management. (Communication machine &agrave; machine : contr&ocirc;le de congestion et gestion de l'&eacute;nergie).
32177,4,&Eacute;tude formelle d'algorithmes efficaces en alg&egrave;bre lin&eacute;aire. (Formal study of efficient algorithms in linear algebra).
32178,4,Une approche de patrouille multi-agents pour la d&eacute;tection d'&eacute;v&egrave;nements. (An multi-agent patrolling approach for the events detection).
32179,4,Optimization and control of high fields magnets. (Optimisation et contr&ocirc;le de champs magn&eacute;tiques intenses).
32181,4,Contribution au d&eacute;codage &agrave; d&eacute;cision douce des codes correcteurs en bloc. (Contribution to soft decoding for short block error correcting codes).
32182,4,Articulatory speech synthesis. (Synth&egrave;se articulatoire de la parole).
32183,4,Designing for Ecosystems of Communication Apps. (Conception d&eacute;di&eacute;e aux &eacute;cosyst&egrave;mes d'applications de communication).
32184,4,Syst&egrave;me Interactif d'Aide au D&eacute;placement Multimodal (SIADM). (Interactive system of Help in Multimodal travels).
32185,4,Towards a Read/Write Web of Linked Data. (Vers une Web des donn&eacute;es en Lecture/&Eacute;criture).
32186,4,Reconstruction and description of the orientation distribution function of high angular resolution diffusion imaging. (Reconstruction et description des fonctions de distribution d'orientation en imagerie de diffusion &agrave; haute r&eacute;solution angulaire).
32187,4,G&eacute;n&eacute;ration automatique des IHM &agrave; partir de mod&egrave;les conceptuels selon l'approche MDE. (Automatic generation of HCI from conceptual models according to the MDE approach).
32188,4,Some advances in patch-based image denoising. (Quelques avanc&eacute;es dans le d&eacute;bruitage d'image par patchs).
32189,4,Simulation globale de l'&eacute;clairage pour des s&eacute;quences anim&eacute;es prenant en en compte la coh&eacute;rence temporelle. (Global illumination for animated scenes taking advantage of temporal).
32191,4,Minimization of calibrated loss functions for image classification. (Minimisation de fonctions de perte calibr&eacute;e pour la classification des images).
32192,4,Practical structure-sequence alignment of pseudoknotted RNAs. (Alignement pratique de structure-s&eacute;quence d'ARN avec pseudon&#339;uds).
32193,4,Un sch&eacute;ma d'emprunt de ressources pour l'adaptation du comportement d'applications distribu&eacute;es. (A resource borrowing schema for behavior adaptation of distributed applications).
32194,4,M&eacute;thode et outil d'anonymisation des donn&eacute;es sensibles. (Method and tool for anonymization sensitive data).
32196,4,Reconstruction tridimensionnelle d'objets complexes a l'aide de diagrammes de Voronoi simplifi&eacute;s : application a l'interpolation 3D de sections g&eacute;ologiques. (3D reconstruction of complex objects with the help of simplified Voronoi diagrams: an application to 3d interpolation of geological sections).
32197,4,Constrained clustering by constraint programming. (Classification non supervis&eacute;e sous contrainte utilisateurs par la programmation par contraintes).
32199,4,"Improving tiling, reducing compilation time, and extending the scope of polyhedral compilation. (Am&eacute;lioration du tuilage, r&eacute;duction du temps de compilation, et extension de l'utilisabilit&eacute; de la compilation poly&eacute;drique)."
32200,4,Axon Morphology Analysis: from Image Processing to Modelling. (Analyse de la Morphologie Axonale: du Traitement des Images a la Mod&eacute;lisation).
32201,4,Robust feature correspondence and pattern detection for fa&ccedil;ade analysis. (Mise en correspondance robuste et d&eacute;tection de mod&egrave;les visuels appliqu&eacute;es &agrave; l'analyse de fa&ccedil;ades).
32202,4,Formal Modeling and Automatic Generation of Test Cases for the Autonomous Vehicle. (Mod&eacute;lisation formelle et g&eacute;n&eacute;ration automatique de cas de test pour le v&eacute;hicule autonome).
32204,4,Conception et r&eacute;alisation d'une m&eacute;moire partag&eacute;e r&eacute;partie. (Design and implementation of a distributed shared memory).
32205,4,Une Approche de Conception Sensible au Contenu pour la Navigation Multi-&eacute;chelle. (A Content-Aware Design Approach to Multiscale Navigation).
32206,4,optimisation of automatic segmentation of granular fragmented materials. (Optimisation de la segmentation automatique de mat&eacute;riaux granulaires fragment&eacute;s).
32207,4,Autour de l'&eacute;valuation num&eacute;rique des fonctions D-finies. (Around the Numerical Evaluation of D-Finite Functions).
32208,4,"Analysis and integration of heterogeneous large-scale genomics data. (Bio-informatique, technologies du web s&eacute;mantique, inf&eacute;rence de r&eacute;seaux de r&eacute;gulations)."
32210,4,Imitation algorithmique: apprentissage incr&eacute;mental en-ligne de s&eacute;quences. (Algorithmic imitation: online incremental leaning of sequences).
32211,4,Extraction of an image in order to apply face recognition methods. (Extraction d'une image dans une vid&eacute;o en vue de la reconnaissance du visage).
32212,4,Parall&eacute;lisation hybride d'une application de d&eacute;tection de noyaux cellulaires. (Hybrid parallellization of a cell nuclei detection application).
32213,4,Raffinement de Maillage Spatio-Temporel pour les &Eacute;quations de l'&Eacute;lastodynamique. (Space-Time Mesh Refinement for Elastodynamic Equations).
32214,4,Fonction d'autocorr&eacute;lation partielle des processus &agrave; temps discret non stationnaires et applications. (Partial autocorrelation function for nonstationary times series with applications).
32217,4,Classification multi-mod&egrave;les des images dans les bases H&eacute;t&eacute;rog&egrave;nes. (Multi-model image classification in heterogeneous databases).
32218,4,Le Linked Data &agrave; l'universit&eacute;: la plateforme LinkedWiki. (Linked Data at university: the LinkedWiki platform).
32219,4,Study and realization of an UWB microwave radar based on phase conjugation. (&Eacute;tude et r&eacute;alisation d'un radar ULB &agrave; conjugaison de phase en micro-ondes).
32220,4,Adaptation automatique et semi-automatique des optimisations de programmes. (Automatic and Semi-Automatic Adaptation of Program Optimizations).
32221,4,Contextualisation &amp; Capture de Gestuelles Utilisateur : Contributions &agrave; l'Adaptativit&eacute; des Applications Interactives Sc&eacute;naris&eacute;es. (Contextualization &amp; User Body Language Capture : Contribution to the Adaptivity of Interactive Applications).
32222,4,Infrastrucuture orient&eacute;e service pour le d&eacute;veloppement d'applications ubiquitaires. (Service-oriented infrastructure for the development of ubiquitous applications).
32225,4,Supporting expert creative practice. (Supporter la pratique cr&eacute;ative experte).
32226,4,Introduction of high-dimensional interpretable machine learning models and their applications. (Introduction de mod&egrave;les de machine learning interpr&eacute;tables en grande dimension et leurs applications).
32228,4,Cartes de saillance et &eacute;valuation de la qualit&eacute; des maillages 3D . (Salience maps and quality evaluation of 3D meshes).
32229,4,M&eacute;thodes de traitement du signal pour l'analyse quantitative de gaz respiratoires &agrave; partir d'un unique capteur MOX. (Signal processing for quantitative analysis of exhaled breath using a single MOX sensor).
32232,4,Novel Geometric Tools for Human Behavior Understanding. (Nouvelles approches g&eacute;o&eacute;m&eacute;triques pour l'analyse du comportement humain).
32233,4,Indexation des &eacute;motions dans les documents audiovisuels &agrave; partir de la modalit&eacute; auditive. (Indexing emotions in audiovisual documents using the auditory modality).
32234,4,Regularization Path Algorithm for Statistical Learning. (Algorithme de Chemin de R&eacute;gularisation pour l'apprentissage Statistique).
32236,4,Post mortem inference of the human brain microstructure using ultra-high field magnetic resonance imaging with strong gradients. (Etude de la microstructure du cerveau humain par imagerie post mortem &agrave; tr&egrave;s haut champ magn&eacute;tique et forts gradients).
32237,4,Interactive and connected rehabilitation systems for e-health. (La r&eacute;&eacute;ducation fonctionnelle &agrave; domicile).
32238,4,Algorithmique efficace pour des op&eacute;rations de base en calcul formel. (Fast algorithms for basic operations in computer algebra).
32239,4,Des fondements de la virologie informatique vers une immunologie formelle. (From the computer virology fudments toward a formal immunology).
32240,4,Contributions au recalage et &agrave; la reconstruction 3D de surfaces d&eacute;formables. (Contributions to image registration and to the 3D reconstruction of deformable scenes).
32241,4,Neural Methods for Sentiment Analysis and Text Summarization. (M&eacute;thodes neuronales pour l'analyse des sentiments et la synth&egrave;se des textes).
32243,4,Sur la mod&eacute;lisation et la commande de v&eacute;hicules automobiles. (On the modeling and control of automotive vehicles).
32247,4,Graph Searches with Applications to Cocomparability Graphs. (Parcours de graphes et applications aux graphes de cocomparabilit&eacute;).
32248,4,Lien entre les r&eacute;arrangements chromosomiques et la structure de la chromatine chez la Drosophile. (Linking large scale genome rearrangement to chromatin structure in Drosophila).
32250,4,Learning representations of speech from the raw waveform. (Apprentissage de repr&eacute;sentations de la parole &agrave; partir du signal brut).
32253,4,Des codes pour engendrer des langages de mots infinis. (Codes to generate infinite words languages).
32254,4,Adaptation autonomique d'applications pervasives dirig&eacute;e par les architectures. (Autonomic adaptation of pervasive applications using architectures).
32255,4,Semidefinite Programming. Methods and algorithms for energy management. (Programmation semi-d&eacute;finie positive. M&eacute;thodes et algorithmes pour le management d'&eacute;nergie).
32256,4,Adaptability and reconfiguration of automotive embedded systems. (Adaptabilit&eacute; et reconfiguration des syst&eacute;mes embarqu&eacute;s automobiles).
32257,4,M&eacute;thodes par ensembles de niveaux et modes conditionnels it&eacute;r&eacute;s pour la segmentation vid&eacute;o. (Level set and Iterated Conditional Modes methods for video segmentation).
32258,4,Contributions &agrave; la r&eacute;solution du transport &agrave; la demande fond&eacute;es sur les syst&egrave;mes multi-agents. (Contributions to on-demand transport resolution based on multi-agent systems).
32259,4,Application du raisonnement &agrave; partir de cas &agrave; l'analyse de documents administratifs.
32260,4,Construction automatique de solides &agrave; partir de vues orthogonales de type dessin industriel. (Automatic construction of solids from orthogonal draughting views).
32263,4,Analyse de la complexit&eacute; des programmes par interpr&eacute;tation s&eacute;mantique. (Program complexity analysis by semantics interpretation).
32264,4,Gestion autonome de la qualit&eacute; de service et de la s&eacute;curit&eacute; dans un environnement Internet des objets. (Autonomous management of Quality of Service and security in an Internet of Things environment).
32265,4,Approche par IRM multiparam&eacute;trique pour le tronc c&eacute;r&eacute;bral. (Multiparametric MRI approach for the brainstem).
32266,4,R&eacute;cepteur de navigation reconfigurable pour applications spatiales. (Reconfigurable navigation receiver for space applications).
32267,4,Sp&eacute;cification et validation de syst&egrave;mes en Xesar. (Specification and validation of systems in Xesar).
32268,4,DOSIS : un serveur OSI pour l'ouverture des syst&egrave;mes distribu&eacute;s au monde ext&eacute;rieur. (DOSIS : an OSI server for opening distributed systems to the outside world).
32269,4,Interactive design and animation of crowds for large environments. (Conception et animation interactive de foules pour de vastes environnements).
32270,4,M.A.R.S. : un mod&egrave;le op&eacute;rationnel de conception de simulations p&eacute;dagogiques. (M.A.R.S. : an operational design model for pedagogical simulations).
32271,4,High-level synthesis and arithmetic optimizations. (Optimisations arithm&eacute;tiques et synth&egrave;se de haut niveau).
32272,4,"Propagation phenomena of fungal plant parasites, by coupling of spatial diffusion and sexual reproduction. (Ph&eacute;nom&egrave;nes de propagation de champignons parasites de plantes par couplage de diffusion spatiale et de reproduction sexu&eacute;e)."
32273,4,Mise en contexte de la conscience de groupe : adaptation et visualisation. (Group awareness in context? : adaptation and visualisation).
32274,4,D&eacute;couverte d'unit&eacute;s linguistiques &agrave; l'aide de m&eacute;thodes d'apprentissage non supervis&eacute;. (Discovery of linguistic units using unsupervised learning methods).
32275,4,Performance and correctness assessmet of distributed systems. (V&eacute;rification des performances et de la correction des syst&egrave;mes distribu&eacute;s).
32276,4,Estimation de l'&eacute;cart type du d&eacute;lai de bout-en-bout par m&eacute;thodes passives. (Passive measurement in Software Defined Networks).
32277,4,Optimisation d'un proc&eacute;d&eacute; d'usinage par micro&eacute;lectro&eacute;rosion. (Optimization of micro electrical discharge machining).
32278,4,Automated Collation and Digital Editions: from Theory to Practice. (Collation automatique et &eacute;ditions num&eacute;riques: de la th&eacute;orie &agrave; la pratique).
32279,4,Mod&eacute;lisation formelle de syst&egrave;mes Insensibles &agrave; la Latence et ordonnancement. (Formal Modelling of Latency Insensitive Systems and Scheduling).
32281,4,Mod&eacute;lisation des tubes &agrave; onde progressive &agrave; h&eacute;lice en domaine temporel. (Time-domain modelization of travelling-wave tubes).
32282,4,On the role of mechanical feedback in plant morphogenesis. (R&ocirc;le de la r&eacute;troaction m&eacute;canique dans la morphogen&egrave;se des plantes).
32283,4,Visual Tracking of Deformable Objects with RGB-D Camera. (Suivi visuel d'objets d&eacute;formables avec une cam&eacute;ra RGB-D).
32284,4,Construction semi-automatique de ressources pour la fouille d'opinion. (Semi-automatic acquisition of opinion mining resources).
32286,4,Reconnaissance d'actions en temps r&eacute;el &agrave; partir d'exemples. (Real time actions recognition from examplars).
32288,4,Lexicographic refinements in possibilistic sequential decision-making models. (Raffinements lexicographiques en prise de d&eacute;cision s&eacute;quentielle possibiliste).
32290,4,Mining Useful Patterns in Attributed Graphs. (Fouille de motifs utiles dans les graphes attribu&eacute;s).
32292,4,Mesure de la robustesse des mots de passe. (Password Strength Measurement).
32293,4,Terminaison en temps moyen fini de syst&egrave;mes de r&egrave;gles probabilistes. (Termination within a finite mean time of probabilistic rules based systems).
32294,4,Aspects temporels d'un syst&egrave;me de partitions musicales interactives pour la composition et l'ex&eacute;cution. (Temporal aspects of a system of interactive musical scores for composition and execution).
32295,4,"Courbes, cylindres et m&eacute;tamorphoses pour l'image de synth&egrave;se. (Curves, cylinders and metamorphoses for computer graphics)."
32296,4,Ranking-based Semantics for Abstract Argumentation. (S&eacute;mantique &agrave; base de Classement pour l'Argumentation Abstraite).
32297,4,Radio resource allocation in 5G wireless networks. (Allocation des ressources radio dans les r&eacute;seaux sans fil de la 5 G).
32298,4,Perfectionnement des algorithmes d'optimisation par essaim particulaire : applications en segmentation d'images et en &eacute;lectronique. (Improvement of particle swarm optimization algorithms : applications in image segmentation and electronics).
32299,4,"Structures et al&eacute;a en finance, une approche par la complexit&eacute; algorithmique de l'information. (Structures and randomness on finance, an approach by computational complexity theory)."
32302,4,D&eacute;ploiement auto-adaptatif d'intergiciel sur plate-forme &eacute;lastique. (Self-adaptive deployment for middleware on elastic platform).
32303,4,Am&eacute;lioration des m&eacute;taheuristiques d'optimisation &agrave; l'aide de l'analyse de sensibilit&eacute;. (Improvement of optimization metaheuristics with sensitivity analysis).
32304,4,Generating and Simplifying Sentences. (G&eacute;n&eacute;ration et Simplification de Phrases).
32305,4,On clustering in multiple criteria decision aid : theory and applications. (Le clustering en aide multicrit&egrave;re &agrave; la d&eacute;cision : th&eacute;orie et applications).
32306,4,Mod&eacute;lisation d'expertise scientifique pour la constitution de comit&eacute;s de programme. (Modelling scientific expertise to constitute the program committee of a scientific conference).
32307,4,Algorithmes de compression d'images et codes de contours. (Image compression algorithms and adge codes).
32308,4,Protection of 2D face identification systems against spoofing attacks. (Protection des syst&egrave;mes d'identification faciale face &agrave; la fraude par pr&eacute;sentation de leurres).
32309,4,Elements for Learning and Optimizing Expensive Functions. (&Eacute;l&eacute;ments pour l'Apprentissage et l'Optimisation de Fonctions Ch&egrave;res).
32310,4,Optimisation de la forme des zones d'observation pour l'&eacute;quation des ondes. Applications &agrave; la tomographie photoacoustique. (Optimal shape of boundary observation domains for the wave equation. Applications to photoacoustic tomography).
32311,4,&Eacute;valuation de syst&egrave;me biom&eacute;trique. (Evaluation of Biometric Systems).
32312,4,P2P Infrastructure for Content Distribution. (Infrastructure P2P pour la distribution de contenu).
32313,4,Restauration fonctionnelle de la posture et de la marche : vers la coordination des membres valides et d&eacute;ficients. (Functional rehabilitation of posture and walking: Coordination of healthy and deficient limbs).
32314,4,Contr&ocirc;le de congestion &eacute;quitable pour le multicast et interface avec le niveau applicatif. (Fair multicast congestion control and interface with the application layer).
32315,4,Performance Analysis of Enhancement Techniques for 3-D Cellular Networks. (Analyse de la Performance des Techniques de transmission num&eacute;rique en 3-D).
32318,4,Distributed resource allocation for virtual networks. (Allocation distribu&eacute;e de ressources pour les r&eacute;seaux virtuels).
32320,4,Estimation and fluctuations of functionals of large random matrices. (Estiamation et fluctuations de fonctionnelles de grandes matrices al&eacute;atoires).
32321,4,Slepian-Wolf source coding using LDPC codes for free viewpoint television. (Codage de sources de Slepian-Wolf utilisant des codes LDPC et application &agrave; la t&eacute;l&eacute;vision interactive).
32322,4,Leveraging User-Generated Content for Enhancing and personalizing News Recommendation. (Analyse des opinions dans les portails d'informations pour personnaliser les syst&egrave;mes de recommandation).
32323,4,Approches compl&eacute;mentaires pour une classification efficace des textures. (Complementary Approaches for Efficient Texture Classification).
32324,4,Revisiting Internet topology : application-centric approach. (La topologie de l'Internet vue par les applications).
32325,4,Verifying Software Fault Isolation. (V&eacute;rification d'isolation de fautes logicielle).
32326,4,Conception et impl&eacute;mentation d'un langage de programmation concurrente modulaire. (Design and implementation of a modular concurrent programming language).
32327,4,Pattern Matching with Time : Theory and Applications. (Filtrage par motif temporis&eacute; : Th&eacute;orie et Applications).
32328,4,A Quest for Exactness: Program Transformation for Reliable Real Numbers. (Transformation de Programmes pour des Nombres R&eacute;els Fiables).
32330,4,Integrated optimization in cloud environment. (Optimisation int&eacute;gr&eacute;e dans un environnement cloud).
32331,4,Traitement d'images pour la s&eacute;gr&eacute;gation en transport de s&eacute;diments par charriage : Morphologie et suivi d'objets. (Image processing for segregation in bedload sediment transport: morphology and tracking).
32332,4,Le probl&egrave;me de jobshop avec contraintes: mod&eacute;lisation et optimisation. (The jobshop problem with constraints : its modelling and optimisation).
32334,4,Conception de l'architecture d'un r&eacute;seau de capteurs sans fil de grande dimension. (Architecture design for Large-scale Wireless Sensor Networks).
32335,4,Contribution &agrave; l'analyse statistique des mesures en chambre r&eacute;verb&eacute;rante &agrave; brassage de modes. Applications &agrave; la d&eacute;termination de l'efficacit&eacute; de brassage et de l'incertitude de mesure dans un contexte CEM et radiofr&eacute;quences. (Contribution to the statistical analysis of measurements data in mode-stirred reverberation chamber. Applications for the evaluation of stirring efficiency and measurements uncertainty in the context of radiofrequencies and EMC).
32336,4,High genus maps : from the KP hierarchy to probabilistic limits. (Cartes de grand genre : de la hi&eacute;rarchie KP aux limites probabilistes).
